Word,Audio,Category
sung,https://upload.wikimedia.org/wikipedia/commons/9/9b/En-us-sung.ogg,verb
sunk,https://upload.wikimedia.org/wikipedia/commons/d/df/En-us-sunk.ogg,verb
sunlight,https://upload.wikimedia.org/wikipedia/commons/3/32/En-us-sunlight.ogg,noun
sunny,https://upload.wikimedia.org/wikipedia/commons/c/c6/En-us-sunny.ogg,adjective
supervisor,,
surmount,,
surrender,https://upload.wikimedia.org/wikipedia/commons/a/a5/En-us-surrender.ogg,verb
surround,https://upload.wikimedia.org/wikipedia/commons/f/ff/En-us-surround.ogg,verb
survey,,
survive,https://upload.wikimedia.org/wikipedia/commons/7/7b/En-us-survive.ogg,verb
susp,,
suspect,https://upload.wikimedia.org/wikipedia/commons/6/64/En-us-suspect-noun-adj.ogg,verb
swab,,
swag,,
swan,https://upload.wikimedia.org/wikipedia/commons/8/88/En-us-swan.ogg,noun
swank,,
swap,https://upload.wikimedia.org/wikipedia/commons/6/65/En-us-swap.ogg,verb
swarm,https://upload.wikimedia.org/wikipedia/commons/4/4e/En-us-swarm.ogg,noun
swarming,,
swat,https://upload.wikimedia.org/wikipedia/commons/c/c5/En-us-swat.ogg,verb
sway,https://upload.wikimedia.org/wikipedia/commons/4/4d/En-us-sway.ogg,noun
sweat,https://upload.wikimedia.org/wikipedia/commons/6/65/En-us-sweat.ogg,noun
swept,,
swig,https://upload.wikimedia.org/wikipedia/commons/7/7d/En-us-swig.ogg,verb
swin,,
swing,https://upload.wikimedia.org/wikipedia/commons/4/47/En-us-swing.ogg,verb
swipe,https://upload.wikimedia.org/wikipedia/commons/4/46/En-us-swipe.ogg,verb
swirl,,
swirls,,
swish,,
Swiss,,
switch,https://upload.wikimedia.org/wikipedia/commons/5/58/En-us-switch.ogg,noun
swoop,https://upload.wikimedia.org/wikipedia/commons/e/e7/En-us-swoop.ogg,verb
syllable,https://upload.wikimedia.org/wikipedia/commons/6/66/En-uk-syllable.ogg,noun
symbolic,https://upload.wikimedia.org/wikipedia/commons/e/e1/En-us-symbolic.ogg,adjective
sympathize,,
sympathy,https://upload.wikimedia.org/wikipedia/commons/a/a6/En-us-sympathy.ogg,noun
symphony,,
symptoms,,
syntax,,
synthetic,https://upload.wikimedia.org/wikipedia/commons/a/a3/En-us-synthetic.ogg,adjective
tack,https://upload.wikimedia.org/wikipedia/commons/b/b0/En-us-tack.ogg,noun
tackle,https://upload.wikimedia.org/wikipedia/commons/c/c0/En-us-tackle.ogg,noun
tact,,
Tad,,
Tad s,,
taf,,
taff,,
tags,,
tail,https://upload.wikimedia.org/wikipedia/commons/8/88/En-us-tail.ogg,noun
takeoff,,
tales,,
taller,https://upload.wikimedia.org/wikipedia/commons/6/67/En-us-taller.ogg,adjective
tam,,
tang,,
tape,https://upload.wikimedia.org/wikipedia/commons/1/15/En-us-tape.ogg,noun
tar,https://upload.wikimedia.org/wikipedia/commons/e/ec/En-us-tar.ogg,noun
target,https://upload.wikimedia.org/wikipedia/commons/e/e1/En-us-target.ogg,noun
tarnish,https://upload.wikimedia.org/wikipedia/commons/7/7b/En-us-tarnish.ogg,noun
tasty,https://upload.wikimedia.org/wikipedia/commons/b/bb/En-us-tasty.ogg,adjective
tat,,
Tate,,
taught,https://upload.wikimedia.org/wikipedia/commons/1/1c/En-uk-taught.ogg,verb
taunt,,
taut,https://upload.wikimedia.org/wikipedia/commons/0/08/En-us-taut.ogg,adjective
tea,https://upload.wikimedia.org/wikipedia/commons/1/12/En-us-tea.ogg,noun
teak,,
tear,https://upload.wikimedia.org/wikipedia/commons/b/b2/En-us-tear-verb.ogg,verb
teen,https://upload.wikimedia.org/wikipedia/commons/b/bd/En-us-teen.ogg,noun
telegraph,https://upload.wikimedia.org/wikipedia/commons/8/8b/En-us-telegraph.ogg,noun
tem,,
temp,,
temple,https://upload.wikimedia.org/wikipedia/commons/6/6e/En-uk-temple.ogg,noun
tennis,,
term,https://upload.wikimedia.org/wikipedia/commons/6/65/En-us-term.ogg,noun
terror,https://upload.wikimedia.org/wikipedia/commons/8/8a/En-us-terror.ogg,noun
Tex,,
th,,
thankful,,
thanks,https://upload.wikimedia.org/wikipedia/commons/b/bf/En-us-thanks.ogg,interjection
Thanksgiving,,
thawing,,
theirs,https://upload.wikimedia.org/wikipedia/commons/7/7a/En-us-theirs.ogg,
theme,https://upload.wikimedia.org/wikipedia/commons/d/de/En-us-theme.ogg,noun
thief,https://upload.wikimedia.org/wikipedia/commons/2/2e/En-us-thief.ogg,noun
thimble,https://upload.wikimedia.org/wikipedia/commons/0/0f/En-us-thimble.ogg,noun
third,https://upload.wikimedia.org/wikipedia/commons/4/4e/En-us-third.ogg,adjective
thirsty,https://upload.wikimedia.org/wikipedia/commons/b/b6/En-us-thirsty.ogg,adjective
thirteen,https://upload.wikimedia.org/wikipedia/commons/0/06/En-us-thirteen.ogg,numeral
thirtieth,,
thirty-one,https://upload.wikimedia.org/wikipedia/commons/c/c5/En-us-thirty-one.ogg,numeral
Thomas,,
thorn,https://upload.wikimedia.org/wikipedia/commons/c/c4/En-us-thorn.ogg,noun
though,https://upload.wikimedia.org/wikipedia/commons/d/de/En-us-though.ogg,adverb
thousandth,,
thread,https://upload.wikimedia.org/wikipedia/commons/a/ad/En-us-thread.ogg,noun
thrift,,
throne,https://upload.wikimedia.org/wikipedia/commons/8/8a/En-us-throne.ogg,noun
thud,https://upload.wikimedia.org/wikipedia/commons/9/98/En-us-thud.ogg,noun
thug,,
thumb,https://upload.wikimedia.org/wikipedia/commons/c/cd/En-us-thumb.ogg,noun
tib,,
tick,https://upload.wikimedia.org/wikipedia/commons/6/64/En-us-tick.ogg,noun
tickets,https://upload.wikimedia.org/wikipedia/commons/9/95/En-us-tickets.ogg,noun
ticklish,,
tide,https://upload.wikimedia.org/wikipedia/commons/c/c2/En-us-tide.ogg,noun
tidy,,
tight,https://upload.wikimedia.org/wikipedia/commons/7/77/En-us-tight.ogg,adjective
tighten,,
tile,,
tilt,,
tinfoil,,
tint,,
tip,https://upload.wikimedia.org/wikipedia/commons/f/f8/En-us-tip.ogg,noun
tisk,,
tiz,,
toad,,
toads,,
tock,,
toe,https://upload.wikimedia.org/wikipedia/commons/9/9a/En-us-toe.ogg,noun
toes,,
toff,,
toil,https://upload.wikimedia.org/wikipedia/commons/a/a0/En-us-toil.ogg,noun
toiling,,
toll,,
Tom,,
Tommy,,
ton,https://upload.wikimedia.org/wikipedia/commons/b/b7/En-us-ton.ogg,noun
tongs,https://upload.wikimedia.org/wikipedia/commons/2/24/En-us-tongs.ogg,noun
tongue,https://upload.wikimedia.org/wikipedia/commons/5/5c/En-us-tongue.ogg,noun
topics,,
torment,https://upload.wikimedia.org/wikipedia/commons/5/56/En-us-torment.ogg,noun
tots,,
touch,https://upload.wikimedia.org/wikipedia/commons/f/fd/En-us-touch.ogg,verb
tough,https://upload.wikimedia.org/wikipedia/commons/e/e4/En-us-tough.ogg,adjective
towed,,
tr,,
traces,https://upload.wikimedia.org/wikipedia/commons/6/6e/En-us-traces.ogg,noun
tracks,,
tract,https://upload.wikimedia.org/wikipedia/commons/a/a0/En-us-tract.ogg,noun
tractor,https://upload.wikimedia.org/wikipedia/commons/3/3f/En-us-tractor.ogg,noun
traf,,
train,https://upload.wikimedia.org/wikipedia/commons/f/f5/En-uk-a_train.ogg,noun
tram,,
tramp,https://upload.wikimedia.org/wikipedia/commons/8/84/En-us-tramp.ogg,noun
tran,,
trance,,
tranquil,https://upload.wikimedia.org/wikipedia/commons/f/f0/En-us-tranquil.ogg,adjective
tranquilize,,
translate,https://upload.wikimedia.org/wikipedia/commons/5/57/En-uk-to_translate.ogg,verb
transmit,https://upload.wikimedia.org/wikipedia/commons/8/8e/En-us-transmit.ogg,verb
transplant,,
transport,https://upload.wikimedia.org/wikipedia/commons/e/eb/En-us-transport-verb.ogg,verb
trap,https://upload.wikimedia.org/wikipedia/commons/6/63/En-us-trap.ogg,noun
traps,https://upload.wikimedia.org/wikipedia/commons/transcoded/4/4e/En-us-traps.ogg/En-us-traps.ogg.mp3,noun
trash,https://upload.wikimedia.org/wikipedia/commons/d/d6/En-us-trash.ogg,noun
trauma,,
tray,https://upload.wikimedia.org/wikipedia/commons/a/a6/En-us-tray.ogg,noun
treated,https://upload.wikimedia.org/wikipedia/commons/7/74/En-us-treated.ogg,verb
tree,https://upload.wikimedia.org/wikipedia/commons/3/33/En-uk-tree.ogg,noun
trem,,
tremble,,
tren,,
trench,,
triangle,https://upload.wikimedia.org/wikipedia/commons/3/35/En-us-triangle.ogg,noun
tribe,https://upload.wikimedia.org/wikipedia/commons/4/47/En-us-tribe.ogg,noun
trick,https://upload.wikimedia.org/wikipedia/commons/e/ec/En-us-trick.ogg,adjective
tricked,,
trickles,,
trillion,https://upload.wikimedia.org/wikipedia/commons/8/82/En-us-trillion.ogg,numeral
trillionth,,
trim,https://upload.wikimedia.org/wikipedia/commons/8/87/En-us-trim.ogg,verb
troll,,
trombone,https://upload.wikimedia.org/wikipedia/commons/a/a4/En-us-trombone.ogg,noun
trophy,,
tropics,,
trot,,
TRUE,,
trumpet,https://upload.wikimedia.org/wikipedia/commons/1/11/En-us-trumpet.ogg,noun
trunk,https://upload.wikimedia.org/wikipedia/commons/9/9b/En-us-trunk.ogg,noun
trust,https://upload.wikimedia.org/wikipedia/commons/6/6d/En-us-trust.ogg,noun
trusted,https://upload.wikimedia.org/wikipedia/commons/a/a5/En-us-trusted.ogg,verb
truth,https://upload.wikimedia.org/wikipedia/commons/1/11/En-us-truth.ogg,noun
truthful,https://upload.wikimedia.org/wikipedia/commons/d/d6/En-us-truthful.ogg,adjective
tube,https://upload.wikimedia.org/wikipedia/commons/transcoded/1/18/En-uk-tube.ogg/En-uk-tube.ogg.mp3,noun
tuft,,
tup,,
turkeys,,
turned,https://upload.wikimedia.org/wikipedia/commons/5/54/En-us-turned.ogg,verb
tusk,,
Tut,,
tuxedo,,
tuxes,,
tweed,,
twelfth,https://upload.wikimedia.org/wikipedia/commons/b/bc/En-us-twelfth.ogg,adjective
twentieth,https://upload.wikimedia.org/wikipedia/commons/2/2b/En-us-twentieth.ogg,adjective
twenty,https://upload.wikimedia.org/wikipedia/commons/b/b2/En-uk-twenty.ogg,numeral
twenty-two,,
twig,https://upload.wikimedia.org/wikipedia/commons/b/b3/En-us-twig.ogg,noun
twinge,,
twis,,
twisted,https://upload.wikimedia.org/wikipedia/commons/0/00/En-us-twisted.ogg,verb
ugly,https://upload.wikimedia.org/wikipedia/commons/9/92/En-us-ugly1.ogg,adjective
umbrella,https://upload.wikimedia.org/wikipedia/commons/8/8a/En-us-umbrella.ogg,noun
umpire,,
understood,https://upload.wikimedia.org/wikipedia/commons/d/d3/En-us-understood.ogg,adjective
unfurl,,
unlawful,,
unless,https://upload.wikimedia.org/wikipedia/commons/e/e8/En-us-unless.ogg,conjunction
unpack,,
untie,,
urge,,
useful,https://upload.wikimedia.org/wikipedia/commons/f/ff/En-us-useful.ogg,adjective
uselessly,,
usual,https://upload.wikimedia.org/wikipedia/commons/2/2f/En-us-usual.ogg,adjective
vacuum,https://upload.wikimedia.org/wikipedia/commons/3/36/En-us-vacuum.ogg,noun
vad,,
vak,,
valentine,,
valentines,,
vam,,
vamp,https://upload.wikimedia.org/wikipedia/commons/7/74/En-us-vamp.ogg,noun
vanilla,https://upload.wikimedia.org/wikipedia/commons/4/49/En-us-vanilla.ogg,noun
vanish,,
vanished,https://upload.wikimedia.org/wikipedia/commons/8/88/En-us-vanished.ogg,verb
vases,,
vat,https://upload.wikimedia.org/wikipedia/commons/1/13/En-us-vat.ogg,noun
vault,https://upload.wikimedia.org/wikipedia/commons/2/21/En-us-vault.ogg,noun
vaulting,,
veil,https://upload.wikimedia.org/wikipedia/commons/6/62/En-us-veil.ogg,noun
vein,https://upload.wikimedia.org/wikipedia/commons/d/d0/En-us-vein.ogg,noun
velvet,https://upload.wikimedia.org/wikipedia/commons/6/66/En-us-velvet.ogg,noun
vent,https://upload.wikimedia.org/wikipedia/commons/6/66/En-us-vent.ogg,noun
Verna,,
vessel,https://upload.wikimedia.org/wikipedia/commons/6/64/En-us-vessel.ogg,noun
vex,https://upload.wikimedia.org/wikipedia/commons/8/84/En-us-vex.ogg,verb
vict,,
victim,https://upload.wikimedia.org/wikipedia/commons/3/35/En-us-victim.ogg,noun
victimize,,
vid,,
video,https://upload.wikimedia.org/wikipedia/commons/7/70/En-us-video.ogg,noun
view,https://upload.wikimedia.org/wikipedia/commons/f/f5/En-us-view.ogg,noun
vine,https://upload.wikimedia.org/wikipedia/commons/4/4a/En-us-vine.ogg,noun
violin,https://upload.wikimedia.org/wikipedia/commons/f/f4/En-us-violin.ogg,noun
vip,,
vision,https://upload.wikimedia.org/wikipedia/commons/0/01/En-us-vision.ogg,noun
voice,https://upload.wikimedia.org/wikipedia/commons/0/03/En-us-voice.ogg,noun
volcanic,,
volt,,
volume,https://upload.wikimedia.org/wikipedia/commons/b/b2/En-us-volume.ogg,noun
vote,https://upload.wikimedia.org/wikipedia/commons/9/9e/En-us-vote.ogg,noun
vouch,,
vow,,
voyage,https://upload.wikimedia.org/wikipedia/commons/d/df/En-us-voyage.ogg,noun
wad,https://upload.wikimedia.org/wikipedia/commons/7/7a/En-us-wad.ogg,noun
waffle,https://upload.wikimedia.org/wikipedia/commons/0/0e/En-us-waffle.ogg,noun
wages,https://upload.wikimedia.org/wikipedia/commons/a/a4/En-us-wages.ogg,noun
wagon,https://upload.wikimedia.org/wikipedia/commons/e/e9/En-us-wagon.ogg,noun
waist,,
wall,https://upload.wikimedia.org/wikipedia/commons/d/d8/En-uk-wall.ogg,noun
wallop,,
walrus,https://upload.wikimedia.org/wikipedia/commons/b/be/En-us-walrus.ogg,noun
wand,https://upload.wikimedia.org/wikipedia/commons/1/18/En-us-wand.ogg,noun
war,https://upload.wikimedia.org/wikipedia/commons/1/10/En-uk-war.ogg,noun
warble,https://upload.wikimedia.org/wikipedia/commons/b/b4/En-us-warble.ogg,verb
warden,,
wardrobe,https://upload.wikimedia.org/wikipedia/commons/b/b8/En-us-wardrobe.ogg,noun
warm,https://upload.wikimedia.org/wikipedia/commons/3/36/En-us-warm.ogg,adjective
warmth,https://upload.wikimedia.org/wikipedia/commons/9/92/En-us-warmth.ogg,noun
warn,,
warnings,,
warp,https://upload.wikimedia.org/wikipedia/commons/a/ae/En-us-warp.ogg,noun
warranty,,
Warren,,
warriors,,
wars,https://upload.wikimedia.org/wikipedia/commons/7/7e/En-us-wars.ogg,noun
Warsaw,,
warts,,
wash,https://upload.wikimedia.org/wikipedia/commons/3/33/En-uk-to_wash.ogg,verb
wasp,https://upload.wikimedia.org/wikipedia/commons/b/b6/En-us-wasp.ogg,noun
waterproof,,
watertight,,
Watson,,
watt,,
waves,https://upload.wikimedia.org/wikipedia/commons/e/ef/En-us-waves.ogg,noun
weak,https://upload.wikimedia.org/wikipedia/commons/6/64/En-us-weak.ogg,adjective
weakness,https://upload.wikimedia.org/wikipedia/commons/8/82/En-us-weakness.ogg,noun
wealth,https://upload.wikimedia.org/wikipedia/commons/9/97/En-us-wealth.ogg,noun
weave,https://upload.wikimedia.org/wikipedia/commons/a/a1/En-us-weave.ogg,verb
web,https://upload.wikimedia.org/wikipedia/commons/c/c6/En-us-web.ogg,noun
weed,https://upload.wikimedia.org/wikipedia/commons/0/0d/En-us-weed.ogg,noun
weep,https://upload.wikimedia.org/wikipedia/commons/1/1e/En-us-weep.ogg,verb
weld,,
welfare,,
whale,https://upload.wikimedia.org/wikipedia/commons/f/f6/En-us-whale.ogg,noun
wheat,https://upload.wikimedia.org/wikipedia/commons/8/85/En-us-wheat.ogg,noun
whines,,
whiskey,,
whisks,,
Whitney,,
Whitney's,,
whoop,,
whose,https://upload.wikimedia.org/wikipedia/commons/0/03/En-us-whose.ogg,determiner
wick,,
wig,https://upload.wikimedia.org/wikipedia/commons/4/4b/En-us-wig.ogg,noun
William,,
wimp,,
winch,https://upload.wikimedia.org/wikipedia/commons/a/ac/En-us-winch.ogg,noun
winds,,
winds (short i),,
windy,,
wine,https://upload.wikimedia.org/wikipedia/commons/2/25/En-uk-wine.ogg,noun
wing,https://upload.wikimedia.org/wikipedia/commons/1/1d/En-us-wing.ogg,noun
wings,https://upload.wikimedia.org/wikipedia/commons/1/12/En-us-wings.ogg,noun
wingspan,,
wink,https://upload.wikimedia.org/wikipedia/commons/d/d2/En-us-wink.ogg,verb
wire,https://upload.wikimedia.org/wikipedia/commons/f/ff/En-us-wire.ogg,noun
wisp,https://upload.wikimedia.org/wikipedia/commons/7/7e/En-us-wisp.ogg,noun
wit,https://upload.wikimedia.org/wikipedia/commons/5/5c/En-us-wit.ogg,noun
witch,https://upload.wikimedia.org/wikipedia/commons/c/cc/En-us-witch.ogg,noun
witness,https://upload.wikimedia.org/wikipedia/commons/6/6c/En-us-witness.ogg,noun
wiz,,
wizard,https://upload.wikimedia.org/wikipedia/commons/8/88/En-us-wizard.ogg,noun
woe,https://upload.wikimedia.org/wikipedia/commons/2/2e/En-us-woe.ogg,noun
woke,https://upload.wikimedia.org/wikipedia/commons/transcoded/8/8c/En-us-woke.ogg/En-us-woke.ogg.mp3,verb
wolf,https://upload.wikimedia.org/wikipedia/commons/b/bc/En-us-wolf.ogg,noun
woman,https://upload.wikimedia.org/wikipedia/commons/4/4d/En-us-woman.ogg,noun
women,https://upload.wikimedia.org/wikipedia/commons/b/b7/En-uk-women.ogg,noun
wood,,
woozy,https://upload.wikimedia.org/wikipedia/commons/4/45/En-us-woozy.ogg,adjective
word,https://upload.wikimedia.org/wikipedia/commons/b/bf/En-us-word.ogg,noun
works,https://upload.wikimedia.org/wikipedia/commons/2/24/En-us-works.ogg,noun
worm,https://upload.wikimedia.org/wikipedia/commons/6/6a/En-us-worm.ogg,noun
worst,https://upload.wikimedia.org/wikipedia/commons/a/ad/En-us-worst.ogg,adjective
worth,https://upload.wikimedia.org/wikipedia/commons/6/6e/En-us-worth.ogg,adjective
wrangle,,
wrap,,
wrath,https://upload.wikimedia.org/wikipedia/commons/e/e0/En-us-wrath.ogg,noun
wreath,https://upload.wikimedia.org/wikipedia/commons/c/c6/En-us-wreath.ogg,noun
wrench,https://upload.wikimedia.org/wikipedia/commons/1/1a/En-us-wrench.ogg,noun
wriggle,,
wrinkle,https://upload.wikimedia.org/wikipedia/commons/2/28/En-us-wrinkle.ogg,noun
wrist,https://upload.wikimedia.org/wikipedia/commons/7/79/En-us-wrist.ogg,noun
wrong,https://upload.wikimedia.org/wikipedia/commons/b/b9/En-us-wrong.ogg,adjective
yank,,
yarn,https://upload.wikimedia.org/wikipedia/commons/5/50/En-us-yarn.ogg,noun
yawn,https://upload.wikimedia.org/wikipedia/commons/d/d3/En-us-yawn.ogg,verb
yearn,https://upload.wikimedia.org/wikipedia/commons/7/7f/En-us-yearn.ogg,verb
yid,,
yield,https://upload.wikimedia.org/wikipedia/commons/9/91/En-us-yield.ogg,verb
yields,https://upload.wikimedia.org/wikipedia/commons/d/d3/En-us-yields.ogg,noun
yoke,,
yolk,https://upload.wikimedia.org/wikipedia/commons/c/cd/En-us-yolk.ogg,noun
yolks,,
yours,https://upload.wikimedia.org/wikipedia/commons/d/df/En-us-yours.ogg,
youths,,
yuck,https://upload.wikimedia.org/wikipedia/commons/e/e0/EN-yuck.ogg,interjection
Yule,,
Yuletide,,
zab,,
zag,https://upload.wikimedia.org/wikipedia/commons/9/94/En-us-zag.ogg,noun
zags,,
zak,,
zam,,
zat,,
Zeb,,
zebra,https://upload.wikimedia.org/wikipedia/commons/8/8e/En-uk-zebra.ogg,noun
zero,https://upload.wikimedia.org/wikipedia/commons/6/61/En-us-zero.ogg,numeral
zestfully,,
Zeth,,
zigs,,
zim,,
zip,https://upload.wikimedia.org/wikipedia/commons/d/d1/En-us-zip.ogg,noun
zodiac,,
